"rank" "remaining_area" "remaining_cost" "mean" "max" "min" "mean_positive" "weighted_mean_positive" "max_positive" "min_positive"
0.02427 4180542 0.0 0.9994 0.9994 0.9994 0.9994 0.9994 0.9994 0.9994
0.02437 4180114 0.0 0.9994 0.9994 0.9994 0.9994 0.9994 0.9994 0.9994
0.02447 4179686 0.0 0.9994 0.9994 0.9994 0.9994 0.9994 0.9994 0.9994
0.02457 4179258 0.0 0.9994 0.9994 0.9994 0.9994 0.9994 0.9994 0.9994
0.02467 4178830 0.0 0.9994 0.9994 0.9994 0.9994 0.9994 0.9994 0.9994
0.02477 4178401 0.0 0.9994 0.9994 0.9994 0.9994 0.9994 0.9994 0.9994
0.02487 4177974 0.0 0.9994 0.9994 0.9994 0.9994 0.9994 0.9994 0.9994
0.02497 4177546 0.0 0.9994 0.9994 0.9994 0.9994 0.9994 0.9994 0.9994
0.02507 4177118 0.0 0.9994 0.9994 0.9994 0.9994 0.9994 0.9994 0.9994
0.02517 4176690 0.0 0.9994 0.9994 0.9994 0.9994 0.9994 0.9994 0.9994
0.02527 4176262 0.0 0.9994 0.9994 0.9994 0.9994 0.9994 0.9994 0.9994
0.02537 4175834 0.0 0.9993 0.9993 0.9993 0.9993 0.9993 0.9993 0.9993
0.02547 4175406 0.0 0.9993 0.9993 0.9993 0.9993 0.9993 0.9993 0.9993
0.02557 4174978 0.0 0.9993 0.9993 0.9993 0.9993 0.9993 0.9993 0.9993
0.02567 4174550 0.0 0.9993 0.9993 0.9993 0.9993 0.9993 0.9993 0.9993
0.02577 4174122 0.0 0.9993 0.9993 0.9993 0.9993 0.9993 0.9993 0.9993
0.02587 4173694 0.0 0.9993 0.9993 0.9993 0.9993 0.9993 0.9993 0.9993
0.02597 4173266 0.0 0.9993 0.9993 0.9993 0.9993 0.9993 0.9993 0.9993
0.02607 4172838 0.0 0.9993 0.9993 0.9993 0.9993 0.9993 0.9993 0.9993
0.02617 4172410 0.0 0.9993 0.9993 0.9993 0.9993 0.9993 0.9993 0.9993
